EG_node1	EG_node2	Source
6497	4089	ppi
6497	4088	ppi
6497	6497	ppi
87	7791	ppi
87	87	ppi
87	1495	ppi
6714	2185	ppi
6714	9564	ppi
6714	11099	ppi
6714	1147	ppi
6714	5747	ppi
6714	6714	ppi
6714	2534	ppi
6714	8853	ppi
6714	10278	ppi
6714	8503	ppi
6714	2885	ppi
6714	6777	ppi
6714	1796	ppi
6714	4792	ppi
6714	10188	ppi
3574	3575	ppi
6347	6347	ppi
7178	4170	ppi
4282	4282	ppi
5987	51619	ppi
5987	8697	ppi
5987	22954	ppi
5987	5987	ppi
5987	9099	ppi
6628	5684	ppi
6628	26039	ppi
3554	7189	ppi
673	7534	ppi
673	10971	ppi
673	7532	ppi
673	4214	ppi
673	673	ppi
673	5604	ppi
673	7531	ppi
673	369	ppi
673	5894	ppi
673	5594	ppi
673	6199	ppi
2752	2752	ppi
2935	5976	ppi
3096	4088	ppi
3096	6310	ppi
6187	6201	ppi
6187	6189	ppi
6187	3921	ppi
6187	6203	ppi
6187	6222	ppi
6925	6925	ppi
6925	862	ppi
6925	6938	ppi
6925	863	ppi
6925	3397	ppi
6925	3399	ppi
6925	4760	ppi
6925	51588	ppi
873	23197	ppi
873	51322	ppi
873	9546	ppi
873	10952	ppi
2241	2241	ppi
2241	8503	ppi
2241	5295	ppi
3575	3716	ppi
3925	7169	ppi
3925	51132	ppi
3454	23291	ppi
3454	8945	ppi
3726	3726	ppi
5566	5573	ppi
5566	5575	ppi
5566	2932	ppi
5566	5567	ppi
5566	120892	ppi
5566	5144	ppi
5566	572	ppi
824	826	ppi
5211	5213	ppi
5702	5706	ppi
5702	5702	ppi
5702	5719	ppi
5702	5704	ppi
5702	5693	ppi
5702	5708	ppi
5702	5717	ppi
5702	5709	ppi
5702	5686	ppi
5702	5687	ppi
5702	5691	ppi
5702	5692	ppi
5702	5690	ppi
6950	7203	ppi
6950	10574	ppi
2068	4331	ppi
2068	64210	ppi
6129	6189	ppi
6129	3921	ppi
6129	6175	ppi
6129	6133	ppi
6129	6217	ppi
6129	6228	ppi
6129	6187	ppi
6129	6201	ppi
6129	6224	ppi
6129	6206	ppi
6129	6230	ppi
5786	6714	ppi
5786	2885	ppi
5786	5786	ppi
5223	7534	ppi
467	1649	ppi
467	3726	ppi
467	468	ppi
467	467	ppi
467	55198	ppi
467	4088	ppi
468	10538	ppi
468	4094	ppi
468	4779	ppi
468	57761	ppi
468	468	ppi
468	1613	ppi
468	2874	ppi
22926	22926	ppi
5335	6452	ppi
5335	6655	ppi
5335	5781	ppi
5335	238	ppi
7132	7132	ppi
7132	841	ppi
7132	2885	ppi
7132	3716	ppi
7132	3717	ppi
7132	7128	ppi
7132	6714	ppi
7132	6885	ppi
2071	2068	ppi
6737	6737	ppi
6737	7321	ppi
6737	7322	ppi
5610	8575	ppi
5610	5610	ppi
5610	3320	ppi
5610	7189	ppi
310	85365	ppi
6908	6883	ppi
6908	57456	ppi
6908	1859	ppi
6908	6879	ppi
6908	2961	ppi
6908	6908	ppi
6908	6047	ppi
6908	7629	ppi
6908	2353	ppi
7133	7133	ppi
5868	4952	ppi
5868	148423	ppi
5868	6883	ppi
5868	5878	ppi
5868	1278	ppi
5868	8569	ppi
5868	125988	ppi
5868	955	ppi
5868	3096	ppi
5868	51776	ppi
5868	5289	ppi
5868	8766	ppi
5870	1639	ppi
4599	4599	ppi
4074	23163	ppi
602	1487	ppi
3614	3615	ppi
984	11143	ppi
984	896	ppi
984	3320	ppi
984	984	ppi
7128	7189	ppi
7128	10318	ppi
7128	7128	ppi
7128	7805	ppi
7128	7532	ppi
7128	55072	ppi
7128	55905	ppi
4254	4254	ppi
728	2771	ppi
3738	581	ppi
3738	3741	ppi
7317	89958	ppi
7317	997	ppi
7317	7321	ppi
7317	7332	ppi
7317	7324	ppi
7317	10477	ppi
7317	7325	ppi
7317	11065	ppi
7317	7327	ppi
4831	4832	ppi
4831	4831	ppi
3739	6640	ppi
3741	6714	ppi
5567	5573	ppi
5567	1859	ppi
5567	3320	ppi
5567	9465	ppi
5567	55755	ppi
5567	5575	ppi
2235	2235	ppi
6917	54623	ppi
6917	6908	ppi
2653	9111	ppi
6198	5520	ppi
6198	8665	ppi
3716	2885	ppi
3716	9021	ppi
3716	6778	ppi
3716	3716	ppi
3716	6772	ppi
191	191	ppi
191	91369	ppi
1975	1981	ppi
1606	6714	ppi
2624	4089	ppi
9235	9235	ppi
1121	5875	ppi
1121	10981	ppi
1121	5861	ppi
1121	5868	ppi
10945	10945	ppi
898	3009	ppi
156	28964	ppi
156	408	ppi
2149	2771	ppi
2149	10015	ppi
6206	6217	ppi
6206	6228	ppi
6206	6187	ppi
6206	6234	ppi
6206	6189	ppi
6206	6229	ppi
6206	3921	ppi
6046	10474	ppi
6046	1460	ppi
6046	8407	ppi
5684	5684	ppi
5684	5719	ppi
5684	23288	ppi
5684	5692	ppi
5684	5702	ppi
5684	5704	ppi
5684	5686	ppi
5684	5690	ppi
5684	5691	ppi
5684	5708	ppi
5684	5709	ppi
5684	5717	ppi
4792	150684	ppi
4792	4792	ppi
4792	5971	ppi
4792	23080	ppi
4792	9612	ppi
4792	6500	ppi
4792	7321	ppi
1656	55802	ppi
1656	149986	ppi
6137	6217	ppi
6137	6230	ppi
6137	9045	ppi
6137	6141	ppi
6137	6143	ppi
6137	6144	ppi
6137	9349	ppi
6137	6152	ppi
6137	6168	ppi
6137	6125	ppi
6137	6128	ppi
6137	6228	ppi
6137	6187	ppi
6137	6189	ppi
6137	6147	ppi
6137	6129	ppi
6137	6224	ppi
6137	6156	ppi
6137	6175	ppi
6137	6201	ppi
6137	51121	ppi
6137	10412	ppi
7407	1917	ppi
92	91	ppi
10971	5894	ppi
10971	4217	ppi
10971	5298	ppi
10971	4194	ppi
10971	9759	ppi
10971	120892	ppi
10971	572	ppi
10971	2011	ppi
10971	4301	ppi
10971	5129	ppi
10971	5230	ppi
10971	8761	ppi
5595	1843	ppi
5595	5499	ppi
5595	1848	ppi
5595	1612	ppi
5595	5781	ppi
5595	5594	ppi
5595	6196	ppi
5595	1725	ppi
5595	4214	ppi
5595	5900	ppi
5595	8189	ppi
5595	23283	ppi
5595	7169	ppi
5595	5936	ppi
5595	64062	ppi
5595	8266	ppi
5595	283237	ppi
5595	6721	ppi
5595	5595	ppi
5595	5894	ppi
5595	5062	ppi
4140	7531	ppi
4140	10971	ppi
4140	995	ppi
4140	4140	ppi
5295	998	ppi
5295	5295	ppi
5295	369	ppi
5295	2885	ppi
5295	3717	ppi
5295	356	ppi
5295	6714	ppi
5295	5879	ppi
5295	3265	ppi
5295	4914	ppi
5295	3554	ppi
5686	5690	ppi
5686	5691	ppi
5686	5692	ppi
5686	5693	ppi
5686	5717	ppi
5686	5708	ppi
5686	5709	ppi
5686	5719	ppi
5686	23198	ppi
5692	4086	ppi
5692	51371	ppi
5692	5691	ppi
5692	5708	ppi
5692	5709	ppi
5692	10213	ppi
5692	5719	ppi
5692	5717	ppi
5693	5690	ppi
5693	5684	ppi
5693	7189	ppi
5693	5692	ppi
5693	5719	ppi
5693	5709	ppi
5693	5717	ppi
5693	5708	ppi
2946	2946	ppi
2946	2944	ppi
5594	1843	ppi
5594	8870	ppi
5594	1432	ppi
5594	6196	ppi
5594	6197	ppi
5594	5594	ppi
5594	5468	ppi
5594	4086	ppi
5594	5894	ppi
5594	2353	ppi
5594	3694	ppi
5594	9261	ppi
5594	57521	ppi
1843	1163	ppi
1843	5601	ppi
2896	3339	ppi
2896	10539	ppi
2896	6272	ppi
2961	2071	ppi
3612	3612	ppi
2042	102	ppi
2048	6714	ppi
2048	2048	ppi
3593	51561	ppi
834	598	ppi
834	834	ppi
6136	6137	ppi
6136	6217	ppi
6136	6230	ppi
6136	9045	ppi
6136	6142	ppi
6136	6141	ppi
6136	6143	ppi
6136	6144	ppi
6136	9349	ppi
6136	6152	ppi
6136	6155	ppi
6136	6156	ppi
6136	6160	ppi
6136	6168	ppi
6136	6125	ppi
6136	6128	ppi
6136	6129	ppi
6136	6133	ppi
6136	6224	ppi
6136	6228	ppi
6136	6187	ppi
6136	6189	ppi
6136	6203	ppi
6136	3921	ppi
6136	6147	ppi
6136	6206	ppi
5519	29966	ppi
